study_id,cell_id,cell_index,cell_key,seed,step,configured_steps,d_model,width,num_concepts,load,num_heads,heads,num_layers,memory_size,ffn_width,ffn,learning_rate,site,site_order,global_cosine,query_target_cosine,query_distractor_cosine,target_selectivity,participation_rank_normalized
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,7,0,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_ffn_residual,2,0.34056317806243896,0.5179570913314819,0.25853896141052246,0.25941821932792664,0.287960946559906
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,7,0,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_attention_residual,3,0.46196168661117554,0.5874302387237549,0.4337926506996155,0.15363764762878418,0.284739226102829
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,7,0,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_ffn_residual,4,0.46196168661117554,0.5874302387237549,0.4337926506996155,0.15363764762878418,0.284739226102829
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,7,800,800,8,8,32,4,4,4,2,4,,False,0.003,input_embeddings,0,0.14055213332176208,0.42228662967681885,-0.07271391153335571,0.49500054121017456,0.2588764727115631
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,7,800,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_attention_residual,1,0.29331159591674805,0.1580052226781845,-0.1937224566936493,0.351727694272995,0.2722436189651489
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,7,800,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_ffn_residual,2,0.29331159591674805,0.1580052226781845,-0.1937224566936493,0.351727694272995,0.2722436189651489
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,7,800,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_attention_residual,3,0.3308379650115967,0.3683963418006897,0.07931007444858551,0.289086252450943,0.1827796846628189
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,7,800,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_ffn_residual,4,0.3308379650115967,0.3683963418006897,0.07931007444858551,0.289086252450943,0.1827796846628189
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,8,0,800,8,8,32,4,4,4,2,4,,False,0.003,input_embeddings,0,0.290988028049469,0.5380028486251831,0.29627057909965515,0.24173225462436676,0.3063373267650604
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,8,0,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_attention_residual,1,0.17639097571372986,0.3964006304740906,0.043318890035152435,0.35308176279067993,0.29579952359199524
